campo|business_term|spiegazione|obbligatorio|numerosità|condizionalità|offset|lunghezza
Adresse de livraison  - Ligne 1|BT-75|TEXTE||0..1|BR-FR-MAP-10 : Adresse de Livraison@@@@@@Si BT-80 est présent, il y a une Adresse de Livraison et il faut renseigner tous les champs présents du groupe Adresse de Livraison (BG-15) en flux 1 ou 10.1, et en cas d'absence de la Ligne 1 (BT-75), du Code postal (BT-78) ou Localité (BT-77), fournir la donnée "-" à la place.	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-17 : TRONQUER A 255 Caractères@@@@@@Si la longueur de la donnée fait plus de 255 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 255 premiers caractères à gauche et supprimer au delà|<ADRESSE DE LIVRAISON> <Adresse de livraison  - Ligne 1>|255
Adresse de livraison - Ligne 2|BT-76|TEXTE||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-17 : TRONQUER A 255 Caractères@@@@@@Si la longueur de la donnée fait plus de 255 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 255 premiers caractères à gauche et supprimer au delà|<ADRESSE DE LIVRAISON> <Adresse de livraison - Ligne 2>|255
Adresse de livraison - Ligne 3|BT-165|TEXTE||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-17 : TRONQUER A 255 Caractères@@@@@@Si la longueur de la donnée fait plus de 255 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 255 premiers caractères à gauche et supprimer au delà|<ADRESSE DE LIVRAISON> <Adresse de livraison - Ligne 3>|255
Localité Adresse de livraison|BT-77|TEXTE||0..1|BR-FR-MAP-10 : Adresse de Livraison@@@@@@Si BT-80 est présent, il y a une Adresse de Livraison et il faut renseigner tous les champs présents du groupe Adresse de Livraison (BG-15) en flux 1 ou 10.1, et en cas d'absence de la Ligne 1 (BT-75), du Code postal (BT-78) ou Localité (BT-77), fournir la donnée "-" à la place.	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-17 : TRONQUER A 255 Caractères@@@@@@Si la longueur de la donnée fait plus de 255 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 255 premiers caractères à gauche et supprimer au delà|<ADRESSE DE LIVRAISON> <Localité Adresse de livraison>|255
Code postal Adresse de livraison|BT-78|TEXTE||0..1|BR-FR-MAP-10 : Adresse de Livraison@@@@@@Si BT-80 est présent, il y a une Adresse de Livraison et il faut renseigner tous les champs présents du groupe Adresse de Livraison (BG-15) en flux 1 ou 10.1, et en cas d'absence de la Ligne 1 (BT-75), du Code postal (BT-78) ou Localité (BT-77), fournir la donnée "-" à la place.	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-19 : TRONQUER A 10 Caractères@@@@@@Si la longueur de la donnée fait plus de 10 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 10 premiers caractères à gauche et supprimer au delà|<ADRESSE DE LIVRAISON> <Code postal Adresse de livraison>|10;10
Subdivision du pays |BT-79|TEXTE||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-17 : TRONQUER A 255 Caractères@@@@@@Si la longueur de la donnée fait plus de 255 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 255 premiers caractères à gauche et supprimer au delà|<ADRESSE DE LIVRAISON> <Subdivision du pays >|255
Code de pays|BT-80|CODE|X|1..1|BR-FR-MAP-10 : Adresse de Livraison@@@@@@Si BT-80 est présent, il y a une Adresse de Livraison et il faut renseigner tous les champs présents du groupe Adresse de Livraison (BG-15) en flux 1 ou 10.1, et en cas d'absence de la Ligne 1 (BT-75), du Code postal (BT-78) ou Localité (BT-77), fournir la donnée "-" à la place.	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-14 : Code Pays@@@@@@Les Codes Pays des DOM/COM ci-dessous doivent être remplacés par FR dans les flux 1 et 10@@@@@@Guyane française (la ) => GF@@@Terres australes françaises (les) TF@@@Guadeloupe (la) => GP@@@Guyana (le) => GY@@@Martinique (la) =>MQ@@@Mayotte => YT@@@Réunion (La) =>RE@@@Saint-Barthélemy => BL@@@Saint-Martin (partie française) => MF@@@Saint-Pierre-et-Miquelon => PM|<ADRESSE DE LIVRAISON> <Code de pays>|2
INSTRUCTIONS DE PAIEMENT|BG-16|||0..1||<INSTRUCTIONS DE PAIEMENT>|
Code de type de moyen de paiement|BT-81|CODE|X|1..1||<INSTRUCTIONS DE PAIEMENT> <Code de type de moyen de paiement>|
Libellé du moyen de paiement|BT-82|TEXTE||0..1||<INSTRUCTIONS DE PAIEMENT> <Libellé du moyen de paiement>|
Avis de paiement|BT-83|TEXTE||0..1||<INSTRUCTIONS DE PAIEMENT> <Avis de paiement>|
VIREMENT|BG-17|||0..n||<INSTRUCTIONS DE PAIEMENT> <VIREMENT>|
Identifiant de compte de paiement|BT-84|IDENTIFIANT|X|1..1||<INSTRUCTIONS DE PAIEMENT> <VIREMENT> <Identifiant de compte de paiement>|
Nom de compte de paiement|BT-85|TEXTE||0..1||<INSTRUCTIONS DE PAIEMENT> <VIREMENT> <Nom de compte de paiement>|
Identifiant de prestataire de services de paiement|BT-86|IDENTIFIANT||0..1||<INSTRUCTIONS DE PAIEMENT> <VIREMENT> <Identifiant de prestataire de services de paiement>|
INFORMATIONS CONCERNANT LA CARTE DE PAIEMENT|BG-18|||0..1||<INSTRUCTIONS DE PAIEMENT> <INFORMATIONS CONCERNANT LA CARTE DE PAIEMENT>|
Identifiant de compte de paiement|BT-87|TEXTE|X|1..1||<INSTRUCTIONS DE PAIEMENT> <INFORMATIONS CONCERNANT LA CARTE DE PAIEMENT> <Identifiant de compte de paiement>|
Nom de compte de paiement|BT-88|TEXTE||0..1||<INSTRUCTIONS DE PAIEMENT> <INFORMATIONS CONCERNANT LA CARTE DE PAIEMENT> <Nom de compte de paiement>|
PRÉLÈVEMENT|BG-19|||0..1||<INSTRUCTIONS DE PAIEMENT> <PRÉLÈVEMENT>|
Identifiant de référence de mandat|BT-89|IDENTIFIANT||0..1||<INSTRUCTIONS DE PAIEMENT> <PRÉLÈVEMENT> <Identifiant de référence de mandat>|
Identifiant bancaire du créancier|BT-90|IDENTIFIANT||0..1||<INSTRUCTIONS DE PAIEMENT> <PRÉLÈVEMENT> <Identifiant bancaire du créancier>|
Identifiant de compte débité (IBAN)|BT-91|IDENTIFIANT||0..1||<INSTRUCTIONS DE PAIEMENT> <PRÉLÈVEMENT> <Identifiant de compte débité (IBAN)>|
REMISES AU NIVEAU DU DOCUMENT|BG-20|||0..n|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<REMISES AU NIVEAU DU DOCUMENT>|
Montant de la remise au niveau document|BT-92|MONTANT|X|1..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<REMISES AU NIVEAU DU DOCUMENT> <Montant de la remise au niveau document>|19.2;19.2
Assiette de la remise au niveau du document|BT-93|MONTANT||0..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<REMISES AU NIVEAU DU DOCUMENT> <Assiette de la remise au niveau du document>|19.2
Pourcentage de remise au niveau du document|BT-94|POURCENTAGE||0..1||<REMISES AU NIVEAU DU DOCUMENT> <Pourcentage de remise au niveau du document>|
Code de type de TVA de la remise au niveau du document|BT-95|CODE|X|1..1|BR-FR-15 : Code Catégorie de TVA@@@@@@Seuls les codes de catégorie de TVA suivants seront acceptés :@@@S = Taux de TVA standard@@@E = Exonéré de TVA@@@AE = Autoliquidation de TVA@@@K = Exonération pour cause de livraison intracommunautaire@@@G = Exonération de TVA pour Export hors UE@@@O = Hors du périmètre d'application de la TVA@@@Z = Taux de TVA égal à 0 (cf. G1.47)@@@@@@Les codes de catégorie de TVA suivants ne sont pas pertinents en France :@@@L = Iles Canaries@@@M = Ceuta et Mellila	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<REMISES AU NIVEAU DU DOCUMENT> <Code de type de TVA de la remise au niveau du document>|2
Taux de TVA de la remise au niveau du document|BT-96|POURCENTAGE||0..1|BR-FR-16 : Taux de TVA autorisé@@@@@@Le taux de la TVA applicable est conforme à la liste suivante :@@@Taux@@@0, 0.0, 0.00@@@10, 10.0, 10.00@@@13, 13.0, 13.00@@@20, 20.0, 20.00@@@8.5, 8.50@@@19.6, 19.60@@@2.1, 2.10@@@5.5, 5.50@@@7, 7.0, 7.00@@@20.6, 20.60@@@1.05@@@0.9, 0.90@@@1.75@@@9.2, 9.20@@@9.6, 9.60@@@@@@Le taux est exprimé en pourcentage et non en coefficient (exemple : 20). Le symbole « % » n’est pas à indiquer.@@@Le séparateur (« . ») n'est pas comptabilisé dans les 5 caractères.	BR-FR-DEC-04 : Pourcentage Taux TVA 4.2@@@@@@Le taux de TVA dans une facture est exprimé par un nombre sur 4 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Il n'y a pas de signe (toujours positif)@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 4 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 4 caractères.@@@	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-12 : Taux de TVA autorisé@@@@@@Le taux de la TVA applicable doit être mappé vers les données suivantes :@@@Taux@@@0@@@10@@@13@@@20@@@8.5@@@19.6@@@2.1@@@5.5@@@7@@@20.6@@@1.05@@@0.9@@@1.75@@@9.2@@@9.6@@@@@@Le taux est exprimé en pourcentage et non en coefficient (exemple : 20). Le symbole « % » n’est pas à indiquer.@@@Le séparateur (« . ») n'est pas comptabilisé dans les 5 caractères.|<REMISES AU NIVEAU DU DOCUMENT> <Taux de TVA de la remise au niveau du document>|3.2;4.2
Motif de la remise au niveau du document|BT-97|TEXTE||0..1||<REMISES AU NIVEAU DU DOCUMENT> <Motif de la remise au niveau du document>|
Code de motif de la remise au niveau du document|BT-98|CODE||0..1||<REMISES AU NIVEAU DU DOCUMENT> <Code de motif de la remise au niveau du document>|
CHARGES OU FRAIS AU NIVEAU DU DOCUMENT|BG-21|||0..n||<CHARGES OU FRAIS AU NIVEAU DU DOCUMENT>|
Montant des charges|BT-99|MONTANT|X|1..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<CHARGES OU FRAIS AU NIVEAU DU DOCUMENT> <Montant des charges>|19.2
Assiette des charges ou frais au niveau du document|BT-100|MONTANT||0..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<CHARGES OU FRAIS AU NIVEAU DU DOCUMENT> <Assiette des charges ou frais au niveau du document>|19.2
Pourcentage de charges ou frais au niveau du document|BT-101|POURCENTAGE||0..1||<CHARGES OU FRAIS AU NIVEAU DU DOCUMENT> <Pourcentage de charges ou frais au niveau du document>|
Code de type de TVA des charges|BT-102|CODE|X|1..1|BR-FR-15 : Code Catégorie de TVA@@@@@@Seuls les codes de catégorie de TVA suivants seront acceptés :@@@S = Taux de TVA standard@@@E = Exonéré de TVA@@@AE = Autoliquidation de TVA@@@K = Exonération pour cause de livraison intracommunautaire@@@G = Exonération de TVA pour Export hors UE@@@O = Hors du périmètre d'application de la TVA@@@Z = Taux de TVA égal à 0 (cf. G1.47)@@@@@@Les codes de catégorie de TVA suivants ne sont pas pertinents en France :@@@L = Iles Canaries@@@M = Ceuta et Mellila|<CHARGES OU FRAIS AU NIVEAU DU DOCUMENT> <Code de type de TVA des charges>|
Taux de TVA des charges ou frais au niveau du document|BT-103|POURCENTAGE||0..1|BR-FR-16 : Taux de TVA autorisé@@@@@@Le taux de la TVA applicable est conforme à la liste suivante :@@@Taux@@@0, 0.0, 0.00@@@10, 10.0, 10.00@@@13, 13.0, 13.00@@@20, 20.0, 20.00@@@8.5, 8.50@@@19.6, 19.60@@@2.1, 2.10@@@5.5, 5.50@@@7, 7.0, 7.00@@@20.6, 20.60@@@1.05@@@0.9, 0.90@@@1.75@@@9.2, 9.20@@@9.6, 9.60@@@@@@Le taux est exprimé en pourcentage et non en coefficient (exemple : 20). Le symbole « % » n’est pas à indiquer.@@@Le séparateur (« . ») n'est pas comptabilisé dans les 5 caractères.	BR-FR-DEC-04 : Pourcentage Taux TVA 4.2@@@@@@Le taux de TVA dans une facture est exprimé par un nombre sur 4 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Il n'y a pas de signe (toujours positif)@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 4 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 4 caractères.@@@	BR-FR-MAP-12 : Taux de TVA autorisé@@@@@@Le taux de la TVA applicable doit être mappé vers les données suivantes :@@@Taux@@@0@@@10@@@13@@@20@@@8.5@@@19.6@@@2.1@@@5.5@@@7@@@20.6@@@1.05@@@0.9@@@1.75@@@9.2@@@9.6@@@@@@Le taux est exprimé en pourcentage et non en coefficient (exemple : 20). Le symbole « % » n’est pas à indiquer.@@@Le séparateur (« . ») n'est pas comptabilisé dans les 5 caractères.|<CHARGES OU FRAIS AU NIVEAU DU DOCUMENT> <Taux de TVA des charges ou frais au niveau du document>|4.2
Motif des charges ou frais au niveau du document|BT-104|TEXTE||0..1||<CHARGES OU FRAIS AU NIVEAU DU DOCUMENT> <Motif des charges ou frais au niveau du document>|
Code de motif des charges ou frais au niveau du document|BT-105|CODE||0..1||<CHARGES OU FRAIS AU NIVEAU DU DOCUMENT> <Code de motif des charges ou frais au niveau du document>|
TOTAUX DU DOCUMENT|BG-22||X|1..1||<TOTAUX DU DOCUMENT>|
Somme des montants nets des lignes de facture|BT-106|MONTANT|X|1..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<TOTAUX DU DOCUMENT> <Somme des montants nets des lignes de facture>|19.2
Somme des remises au niveau du document|BT-107|MONTANT||0..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<TOTAUX DU DOCUMENT> <Somme des remises au niveau du document>|19.2
Somme des charges ou frais au niveau du document|BT-108|MONTANT||0..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<TOTAUX DU DOCUMENT> <Somme des charges ou frais au niveau du document>|19.2
Montant total de la facture hors TVA|BT-109|MONTANT|X|1..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<TOTAUX DU DOCUMENT> <Montant total de la facture hors TVA>|19.2;19.2
Montant total de TVA de la facture|BT-110|MONTANT||0..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.	BR-FR-MAP-05 : TVA en EURO dans le flux 10.1@@@@@@Si la Devise de facture (BT-5) est EUR, alors TT-52 est égal à BT-110, sinon, TT-52 est égal à BT-111|<TOTAUX DU DOCUMENT> <Montant total de TVA de la facture>|19.2;19.2
Code devise|BT-110-1|CODE|X|1..1||<TOTAUX DU DOCUMENT> <Montant total de TVA de la facture> <Code devise>|3
Montant total de TVA de la facture exprimée (devise de comptabilisation)|BT-111|MONTANT||0..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.	BR-FR-MAP-05 : TVA en EURO dans le flux 10.1@@@@@@Si la Devise de facture (BT-5) est EUR, alors TT-52 est égal à BT-110, sinon, TT-52 est égal à BT-111|<TOTAUX DU DOCUMENT> <Montant total de TVA de la facture exprimée (devise de comptabilisation)>|19.2;19.2
Code devise|BT-111-1|CODE|X|1..1|BR-FR-CO-12 : Montant de TVA en EURO@@@@@@Si la Devise de facture (BT-5) est différente de EUR, alors@@@- la devise de comptabilité BT-6 DOIT être présente et égale à EUR@@@- Le montant de TVA en devise de comptabilité (et donc en EURO BT-111 DOIT être présente, et BT-111-1 DOIT être égal à EUR|<TOTAUX DU DOCUMENT> <Montant total de TVA de la facture exprimée (devise de comptabilisation)> <Code devise>|3
Montant total de la Facture, avec la TVA.|BT-112|MONTANT|X|1..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<TOTAUX DU DOCUMENT> <Montant total de la Facture, avec la TVA.>|19.2
Montant payé|BT-113|MONTANT||0..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<TOTAUX DU DOCUMENT> <Montant payé>|19.2
Montant arrondi|BT-114|MONTANT||0..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<TOTAUX DU DOCUMENT> <Montant arrondi>|19.2
Montant à payer|BT-115|MONTANT|X|1..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<TOTAUX DU DOCUMENT> <Montant à payer>|19.2
VENTILATION DE LA TVA|BG-23||X|1..n||<VENTILATION DE LA TVA>|
Base d'imposition du type de TVA|BT-116|MONTANT|X|1..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<VENTILATION DE LA TVA> <Base d'imposition du type de TVA>|19.2;19.2
Montant de la TVA pour chaque type de TVA|BT-117|MONTANT|X|1..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<VENTILATION DE LA TVA> <Montant de la TVA pour chaque type de TVA>|19.2;19.2
Code de type de TVA|BT-118|CODE|X|1..1|BR-FR-15 : Code Catégorie de TVA@@@@@@Seuls les codes de catégorie de TVA suivants seront acceptés :@@@S = Taux de TVA standard@@@E = Exonéré de TVA@@@AE = Autoliquidation de TVA@@@K = Exonération pour cause de livraison intracommunautaire@@@G = Exonération de TVA pour Export hors UE@@@O = Hors du périmètre d'application de la TVA@@@Z = Taux de TVA égal à 0 (cf. G1.47)@@@@@@Les codes de catégorie de TVA suivants ne sont pas pertinents en France :@@@L = Iles Canaries@@@M = Ceuta et Mellila	BR-FR-MAP-08 : Franchise en base@@@@@@Si une facture contient un bloc de détail TVA (BG-23) contenant un code Categorie BT-118 = "E" ET un code VATEX BT-121 = "VATEX-FR-FRANCHISE", ALORS@@@l'action à opérer dans le flux 1 est la suivante : @@@- transcoder la BT-118 en "Z"@@@- supprimer VATEX BT-121 et la raison en texte BT-120, si présentes	BR-FR-MAP-09 : Franchise en base@@@@@@Si une facture contient un bloc de détail TVA (BG-23) contenant un code Categorie BT-118 = "E" ET un code VATEX BT-121 = "VATEX-FR-FRANCHISE", alors il faut transcoder la BT-118 en "Z" et ne pas transmettre le code VATEX BT-121, ni la raison en texte BT-120, si présente, dans le flux 10.1 (TT-56)|<VENTILATION DE LA TVA> <Code de type de TVA>|2
Taux de type de TVA|BT-119|POURCENTAGE||0..1|BR-FR-16 : Taux de TVA autorisé@@@@@@Le taux de la TVA applicable est conforme à la liste suivante :@@@Taux@@@0, 0.0, 0.00@@@10, 10.0, 10.00@@@13, 13.0, 13.00@@@20, 20.0, 20.00@@@8.5, 8.50@@@19.6, 19.60@@@2.1, 2.10@@@5.5, 5.50@@@7, 7.0, 7.00@@@20.6, 20.60@@@1.05@@@0.9, 0.90@@@1.75@@@9.2, 9.20@@@9.6, 9.60@@@@@@Le taux est exprimé en pourcentage et non en coefficient (exemple : 20). Le symbole « % » n’est pas à indiquer.@@@Le séparateur (« . ») n'est pas comptabilisé dans les 5 caractères.	BR-FR-DEC-04 : Pourcentage Taux TVA 4.2@@@@@@Le taux de TVA dans une facture est exprimé par un nombre sur 4 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Il n'y a pas de signe (toujours positif)@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 4 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 4 caractères.@@@	BR-FR-MAP-12 : Taux de TVA autorisé@@@@@@Le taux de la TVA applicable doit être mappé vers les données suivantes :@@@Taux@@@0@@@10@@@13@@@20@@@8.5@@@19.6@@@2.1@@@5.5@@@7@@@20.6@@@1.05@@@0.9@@@1.75@@@9.2@@@9.6@@@@@@Le taux est exprimé en pourcentage et non en coefficient (exemple : 20). Le symbole « % » n’est pas à indiquer.@@@Le séparateur (« . ») n'est pas comptabilisé dans les 5 caractères.|<VENTILATION DE LA TVA> <Taux de type de TVA>|3.2;4.2
