campo,business_term,spiegazione,obbligatorio,numerosità,condizionalità,calcolo,offset,lunghezza,xmlpath,level,segment_group,msg_pos,segment,segment_name,segment_status,segment_max_rep,component_pos,component_type,component,component_name,component_m_c,component_format,element_repr,element_name,code_list
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG43/MOA/C516,DETAIL,SG43,1650,MOA,Monetary amount,C,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
TDT.8051,Transport stage qualifier,TRANSPORT STAGE QUALIFIER (in segment TDT Details of transport).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG44/TDT/8051,DETAIL,SG44,1670,TDT,Details of transport,M,1,010,ELEMENT,8051,TRANSPORT STAGE QUALIFIER,M,an..3,an..3,Transport stage qualifier,AA=Ground equipment | AB=Chain | AD=Temperature recorder | AE=Body trailer | BL=Blocks | BPN=Box pallet non exchangeable | BPY=Box pallet EUR Y non exchangeable | BR=Barge | BX=Boxcar | CH=Chassis | CN=Container | DPA=Deadlight (panel) | EFP=Exchangeable EUR flat pallet | EYP=Exchangeable EUR Y box pallet | FPN=Flat pallet EUR non exchangeable | FPR=Flat pallet (railway property) non exchangeable | FSU=Forked support | LAR=Lashing rope | LU=Load/unload device on equipment | MPA=Movable panel | PA=Pallet | PBP=Identified private box pallet | PFP=Identified private flat pallet | PL=Platform | PPA=Protecting panel | PST=Portable stove | RF=Flat car | RG=Reefer generator | RGF=Ground facility | RO=Rope | RR=Rail car | SCA=Small container category A | SCB=Small container category B | SCC=Small container category C | SFA=Stiffening ring of frame | SPP=Identified special pallet | STR=Strap | SW=Swap body | TE=Trailer | TP=Tarpaulin | TS=Tackles | TSU=Tarpaulin support | UL=ULD (Unit load device) | BS=Buyer to seller | SB=Seller to buyer | SC=Subcontractor to seller | SD=Seller to drop ship designated location | SF=Seller to freight forwarder | SS=Seller to subcontractor | ZZZ=Mutually defined
TDT.8028,Conveyance reference number,CONVEYANCE REFERENCE NUMBER (in segment TDT Details of transport).,NO,1,,,,an..17,/EDIFACT/INVOIC/DETAIL/SG44/TDT/8028,DETAIL,SG44,1670,TDT,Details of transport,M,1,020,ELEMENT,8028,CONVEYANCE REFERENCE NUMBER,C,an..17,an..17,Conveyance reference number,
TDT.C220,TDT::C220 MODE OF TRANSPORT,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG44/TDT/C220,DETAIL,SG44,1670,TDT,Details of transport,M,1,030,COMPOSITE,C220,MODE OF TRANSPORT,C,,,,
TDT.C228,TDT::C228 TRANSPORT MEANS,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG44/TDT/C228,DETAIL,SG44,1670,TDT,Details of transport,M,1,040,COMPOSITE,C228,TRANSPORT MEANS,C,,,,
TDT.C040,TDT::C040 CARRIER,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG44/TDT/C040,DETAIL,SG44,1670,TDT,Details of transport,M,1,050,COMPOSITE,C040,CARRIER,C,,,,
TDT.8101,"Transit direction, coded","TRANSIT DIRECTION, CODED (in segment TDT Details of transport).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG44/TDT/8101,DETAIL,SG44,1670,TDT,Details of transport,M,1,060,ELEMENT,8101,"TRANSIT DIRECTION, CODED",C,an..3,an..3,"Transit direction, coded",
TDT.C401,TDT::C401 EXCESS TRANSPORTATION INFORMATION,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG44/TDT/C401,DETAIL,SG44,1670,TDT,Details of transport,M,1,070,COMPOSITE,C401,EXCESS TRANSPORTATION INFORMATION,C,,,,
TDT.C222,TDT::C222 TRANSPORT IDENTIFICATION,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG44/TDT/C222,DETAIL,SG44,1670,TDT,Details of transport,M,1,080,COMPOSITE,C222,TRANSPORT IDENTIFICATION,C,,,,
TDT.8281,"Transport ownership, coded","TRANSPORT OWNERSHIP, CODED (in segment TDT Details of transport).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG44/TDT/8281,DETAIL,SG44,1670,TDT,Details of transport,M,1,090,ELEMENT,8281,"TRANSPORT OWNERSHIP, CODED",C,an..3,an..3,"Transport ownership, coded",
LOC.3227,Place/location qualifier,PLACE/LOCATION QUALIFIER (in segment LOC Place/location identification).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG45/LOC/3227,DETAIL,SG45,1690,LOC,Place/location identification,M,1,010,ELEMENT,3227,PLACE/LOCATION QUALIFIER,M,an..3,an..3,Place/location qualifier,ZZZ=Mutually defined | DO=Domestic | DR=Domestic with regulatory information required | EA=Economic area | IN=International | IR=International with regulatory information required
LOC.C517,LOC::C517 LOCATION IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG45/LOC/C517,DETAIL,SG45,1690,LOC,Place/location identification,M,1,020,COMPOSITE,C517,LOCATION IDENTIFICATION,C,,,,
LOC.C519,LOC::C519 RELATED LOCATION ONE IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG45/LOC/C519,DETAIL,SG45,1690,LOC,Place/location identification,M,1,030,COMPOSITE,C519,RELATED LOCATION ONE IDENTIFICATION,C,,,,
LOC.C553,LOC::C553 RELATED LOCATION TWO IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG45/LOC/C553,DETAIL,SG45,1690,LOC,Place/location identification,M,1,040,COMPOSITE,C553,RELATED LOCATION TWO IDENTIFICATION,C,,,,
LOC.5479,"Relation, coded","RELATION, CODED (in segment LOC Place/location identification).",NO,1,,,,n..10,/EDIFACT/INVOIC/DETAIL/SG45/LOC/5479,DETAIL,SG45,1690,LOC,Place/location identification,M,1,050,ELEMENT,5479,"RELATION, CODED",C,an..3,n..10,"Relation, coded",
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG45/DTM/C507,DETAIL,SG45,1700,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
TOD.4055,"Terms of delivery or transport function, coded","TERMS OF DELIVERY OR TRANSPORT FUNCTION, CODED (in segment TOD Terms of delivery or transport).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG46/TOD/4055,DETAIL,SG46,1720,TOD,Terms of delivery or transport,M,1,010,ELEMENT,4055,"TERMS OF DELIVERY OR TRANSPORT FUNCTION, CODED",C,an..3,an..3,"Terms of delivery or transport function, coded",
TOD.4215,"Transport charges method of payment, coded","TRANSPORT CHARGES METHOD OF PAYMENT, CODED (in segment TOD Terms of delivery or transport).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG46/TOD/4215,DETAIL,SG46,1720,TOD,Terms of delivery or transport,M,1,020,ELEMENT,4215,"TRANSPORT CHARGES METHOD OF PAYMENT, CODED",C,an..3,an..3,"Transport charges method of payment, coded",
TOD.C100,TOD::C100 TERMS OF DELIVERY OR TRANSPORT,Composite used in segment TOD (Terms of delivery or transport).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG46/TOD/C100,DETAIL,SG46,1720,TOD,Terms of delivery or transport,M,1,030,COMPOSITE,C100,TERMS OF DELIVERY OR TRANSPORT,C,,,,
LOC.3227,Place/location qualifier,PLACE/LOCATION QUALIFIER (in segment LOC Place/location identification).,SI,2,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG46/LOC/3227,DETAIL,SG46,1730,LOC,Place/location identification,C,2,010,ELEMENT,3227,PLACE/LOCATION QUALIFIER,M,an..3,an..3,Place/location qualifier,ZZZ=Mutually defined | DO=Domestic | DR=Domestic with regulatory information required | EA=Economic area | IN=International | IR=International with regulatory information required
LOC.C517,LOC::C517 LOCATION IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,2,,,,,/EDIFACT/INVOIC/DETAIL/SG46/LOC/C517,DETAIL,SG46,1730,LOC,Place/location identification,C,2,020,COMPOSITE,C517,LOCATION IDENTIFICATION,C,,,,
LOC.C519,LOC::C519 RELATED LOCATION ONE IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,2,,,,,/EDIFACT/INVOIC/DETAIL/SG46/LOC/C519,DETAIL,SG46,1730,LOC,Place/location identification,C,2,030,COMPOSITE,C519,RELATED LOCATION ONE IDENTIFICATION,C,,,,
LOC.C553,LOC::C553 RELATED LOCATION TWO IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,2,,,,,/EDIFACT/INVOIC/DETAIL/SG46/LOC/C553,DETAIL,SG46,1730,LOC,Place/location identification,C,2,040,COMPOSITE,C553,RELATED LOCATION TWO IDENTIFICATION,C,,,,
LOC.5479,"Relation, coded","RELATION, CODED (in segment LOC Place/location identification).",NO,2,,,,n..10,/EDIFACT/INVOIC/DETAIL/SG46/LOC/5479,DETAIL,SG46,1730,LOC,Place/location identification,C,2,050,ELEMENT,5479,"RELATION, CODED",C,an..3,n..10,"Relation, coded",
RCS.7293,Sector/subject identification qualifier,SECTOR/SUBJECT IDENTIFICATION QUALIFIER (in segment RCS Requirements and conditions).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG47/RCS/7293,DETAIL,SG47,1750,RCS,Requirements and conditions,M,1,010,ELEMENT,7293,SECTOR/SUBJECT IDENTIFICATION QUALIFIER,M,an..3,an..3,Sector/subject identification qualifier,
RCS.C550,RCS::C550 REQUIREMENT/CONDITION IDENTIFICATION,Composite used in segment RCS (Requirements and conditions).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG47/RCS/C550,DETAIL,SG47,1750,RCS,Requirements and conditions,M,1,020,COMPOSITE,C550,REQUIREMENT/CONDITION IDENTIFICATION,C,,,,
RCS.1229,"Action request/notification, coded","ACTION REQUEST/NOTIFICATION, CODED (in segment RCS Requirements and conditions).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG47/RCS/1229,DETAIL,SG47,1750,RCS,Requirements and conditions,M,1,030,ELEMENT,1229,"ACTION REQUEST/NOTIFICATION, CODED",C,an..3,an..3,"Action request/notification, coded",
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG47/RFF/C506,DETAIL,SG47,1760,RFF,Reference,C,5,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG47/DTM/C507,DETAIL,SG47,1770,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
UNS,UNS Section control,Segment (no detailed structure found in TRSD for this tag in provided directory).,SI,1,,,,,/EDIFACT/INVOIC/SUMMARY//UNS,SUMMARY,,1790,UNS,Section control,M,1,,SEGMENT,,,,,,,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/SUMMARY/SG48/MOA/C516,SUMMARY,SG48,1820,MOA,Monetary amount,M,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,1,,,,,/EDIFACT/INVOIC/SUMMARY/SG49/RFF/C506,SUMMARY,SG49,1840,RFF,Reference,M,1,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/SUMMARY/SG49/DTM/C507,SUMMARY,SG49,1850,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
TAX.5283,Duty/tax/fee function qualifier,DUTY/TAX/FEE FUNCTION QUALIFIER (in segment TAX Duty/tax/fee details).,SI,1,,,,an..3,/EDIFACT/INVOIC/SUMMARY/SG50/TAX/5283,SUMMARY,SG50,1870,TAX,Duty/tax/fee details,M,1,010,ELEMENT,5283,DUTY/TAX/FEE FUNCTION QUALIFIER,M,an..3,an..3,Duty/tax/fee function qualifier,
TAX.C241,TAX::C241 DUTY/TAX/FEE TYPE,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/SUMMARY/SG50/TAX/C241,SUMMARY,SG50,1870,TAX,Duty/tax/fee details,M,1,020,COMPOSITE,C241,DUTY/TAX/FEE TYPE,C,,,,
TAX.C533,TAX::C533 DUTY/TAX/FEE ACCOUNT DETAIL,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/SUMMARY/SG50/TAX/C533,SUMMARY,SG50,1870,TAX,Duty/tax/fee details,M,1,030,COMPOSITE,C533,DUTY/TAX/FEE ACCOUNT DETAIL,C,,,,
TAX.5286,Duty/tax/fee assessment basis,DUTY/TAX/FEE ASSESSMENT BASIS (in segment TAX Duty/tax/fee details).,NO,1,,,,an..15,/EDIFACT/INVOIC/SUMMARY/SG50/TAX/5286,SUMMARY,SG50,1870,TAX,Duty/tax/fee details,M,1,040,ELEMENT,5286,DUTY/TAX/FEE ASSESSMENT BASIS,C,an..15,an..15,Duty/tax/fee assessment basis,
TAX.C243,TAX::C243 DUTY/TAX/FEE DETAIL,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/SUMMARY/SG50/TAX/C243,SUMMARY,SG50,1870,TAX,Duty/tax/fee details,M,1,050,COMPOSITE,C243,DUTY/TAX/FEE DETAIL,C,,,,
TAX.5305,"Duty/tax/fee category, coded","DUTY/TAX/FEE CATEGORY, CODED (in segment TAX Duty/tax/fee details).",NO,1,,,,an..3,/EDIFACT/INVOIC/SUMMARY/SG50/TAX/5305,SUMMARY,SG50,1870,TAX,Duty/tax/fee details,M,1,060,ELEMENT,5305,"DUTY/TAX/FEE CATEGORY, CODED",C,an..3,an..3,"Duty/tax/fee category, coded",
TAX.3446,Party tax identification number,PARTY TAX IDENTIFICATION NUMBER (in segment TAX Duty/tax/fee details).,NO,1,,,,an..20,/EDIFACT/INVOIC/SUMMARY/SG50/TAX/3446,SUMMARY,SG50,1870,TAX,Duty/tax/fee details,M,1,070,ELEMENT,3446,PARTY TAX IDENTIFICATION NUMBER,C,an..20,an..20,Party tax identification number,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,2,,,,,/EDIFACT/INVOIC/SUMMARY/SG50/MOA/C516,SUMMARY,SG50,1880,MOA,Monetary amount,C,2,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
ALC.5463,Allowance or charge qualifier,ALLOWANCE OR CHARGE QUALIFIER (in segment ALC Allowance or charge).,SI,1,,,,an..3,/EDIFACT/INVOIC/SUMMARY/SG51/ALC/5463,SUMMARY,SG51,1900,ALC,Allowance or charge,M,1,010,ELEMENT,5463,ALLOWANCE OR CHARGE QUALIFIER,M,an..3,an..3,Allowance or charge qualifier,
ALC.C552,ALC::C552 ALLOWANCE/CHARGE INFORMATION,Composite used in segment ALC (Allowance or charge).,NO,1,,,,,/EDIFACT/INVOIC/SUMMARY/SG51/ALC/C552,SUMMARY,SG51,1900,ALC,Allowance or charge,M,1,020,COMPOSITE,C552,ALLOWANCE/CHARGE INFORMATION,C,,,,
ALC.4471,"Settlement, coded","SETTLEMENT, CODED (in segment ALC Allowance or charge).",NO,1,,,,an..3,/EDIFACT/INVOIC/SUMMARY/SG51/ALC/4471,SUMMARY,SG51,1900,ALC,Allowance or charge,M,1,030,ELEMENT,4471,"SETTLEMENT, CODED",C,an..3,an..3,"Settlement, coded",
ALC.1227,"Calculation sequence indicator, coded","CALCULATION SEQUENCE INDICATOR, CODED (in segment ALC Allowance or charge).",NO,1,,,,an..3,/EDIFACT/INVOIC/SUMMARY/SG51/ALC/1227,SUMMARY,SG51,1900,ALC,Allowance or charge,M,1,040,ELEMENT,1227,"CALCULATION SEQUENCE INDICATOR, CODED",C,an..3,an..3,"Calculation sequence indicator, coded",
ALC.C214,ALC::C214 SPECIAL SERVICES IDENTIFICATION,Composite used in segment ALC (Allowance or charge).,NO,1,,,,,/EDIFACT/INVOIC/SUMMARY/SG51/ALC/C214,SUMMARY,SG51,1900,ALC,Allowance or charge,M,1,050,COMPOSITE,C214,SPECIAL SERVICES IDENTIFICATION,C,,,,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,2,,,,,/EDIFACT/INVOIC/SUMMARY/SG51/MOA/C516,SUMMARY,SG51,1920,MOA,Monetary amount,C,2,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
UNT,UNT Message trailer,Segment (no detailed structure found in TRSD for this tag in provided directory).,SI,1,,,,,/EDIFACT/INVOIC/SUMMARY/SG51/UNT,SUMMARY,SG51,1930,UNT,Message trailer,M,1,,SEGMENT,,,,,,,
