campo,business_term,spiegazione,obbligatorio,numerosità,condizionalità,calcolo,offset,lunghezza,xmlpath,level,segment_group,msg_pos,segment,segment_name,segment_status,segment_max_rep,component_pos,component_type,component,component_name,component_m_c,component_format,element_repr,element_name,code_list
FII.3035,Party qualifier,PARTY QUALIFIER (in segment FII Financial institution information).,SI,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG2/FII/3035,HEADER,SG2,0140,FII,Financial institution information,C,5,010,ELEMENT,3035,PARTY QUALIFIER,M,an..3,an..3,Party qualifier,"AA=Party to be billed (AAR Accounting rule 11) | AB=Buyer's agent/representative | AE=Declarant's agent/representative | AF=Transit principal | AG=Agent/representative | AH=Transit principal's agent/representative | AI=Successful job applicant | AK=Acknowledgement recipient | AL=Principal | AM=Authorized official | AN=Approved importer | AO=Account of | AP=Accepting party | AQ=Approved consignor | AR=Authorized exporter | AT=Authorized importer | AU=Authorized trader (transit) | AV=Authorizing official | AW=Applicant's bank | AX=Authenticating party | AZ=Issuing bank | B1=Contact bank 1 | B2=Contact bank 2 | BA=Booking agent | BB=Buyer's bank | BC=Negotiating bank | BD=Documentary credit reimbursing bank | BE=Beneficiary | BF=Beneficiary's bank | BG=Employer | BH=Previous employer | BI=Buyer's financial institution | BK=Financial institution | BL=Bill of lading recipient | BM=Insured | BN=Insurance beneficiary | BO=Broker or sales office | BP=Building site purchaser | BQ=Cheque drawn bank | BS=Bill and ship to | BT=Party to be billed for other than freight (bill to) | BU=Service bureau | BV=Member | BW=Borrower | BX=Building site engineer | BY=Buyer | BZ=Building site forwarder | C1=In care of party no. 1 | C2=In care of party no. 2 | CA=Carrier | CB=Customs broker | CC=Claimant | CD=Agent's bank | CE=Ceding company | CF=Container operator/lessee | CG=Carrier's agent | CH=Connecting carrier | CI=Commission processor | CJ=Previous member | CK=Empty equipment despatch party | CL=Container location party | CM=Customs | CN=Consignee | CO=Corporate office | COP=Convoying party | CP=Party to receive certificate of compliance | CPD=Charges payer at destination | CQ=Cheque order | CR=Empty equipment return party | CS=Consolidator | CT=Consignee to be specified | CU=Container return company | CV=Consignee of vessel | CW=Equipment owner | CX=Consignee's agent | CY=Commissionable agent | CZ=Consignor | DA=Available with bank (documentary credits) | DB=Distributor branch | DC=Deconsolidator | DCP=Despatch charge payer | DD=Documentary credit account party's bank | DE=Depositor | DF=Documentary credit applicant | DG=Documentary credit beneficiary | DH=Documentary credit account party | DI=Documentary credit second beneficiary | DJ=Party according to documentary credit transaction | DK=Documentary credit beneficiary's bank | DL=Factor | DM=Party to whom documents are to be presented | DN=Owner of operation | DO=Document recipient | DP=Delivery party | DQ=Owner's agent | DR=Driver | DS=Distributor | DT=Declarant | DU=Owner's representative | DV=Project management office | DW=Drawee | DX=Engineer (construction) | DY=Engineer, resident (construction) | DZ=Architect | EA=Architect-designer | EB=Building inspectorate | EC=Exchanger | ED=Engineer, consultant | EE=Location of goods for customs examination before clearance | EF=Project coordination office | EG=Surveyor, topographical | EH=Engineer, measurement | EI=Controller, quality | EJ=Surveyor, quantity | EK=Surveyor (professional), quantity | EL=Project | EM=Party to receive electronic memo of invoice | EN=Tenderer | EO=Owner of equipment | EP=Equipment drop-off party | EQ=Empty container responsible party | ER=Empty container return agent | ES=Contractor, lead | ET=Co-contractor | EU=Contractor, general | EV=Subcontractor | EW=Subcontractor with direct payment | EX=Exporter | EY=Subcontractor, nominated | EZ=Operator, essential services | FA=Operator, communication channel | FB=Nominated freight company | FC=Contractor, main | FD=Buyer's parent company | FE=Credit rating agency | FF=Factor, correspondent | FG=Buyer as officially registered | FH=Seller as officially registered | FJ=Trade Union | FK=Previous Trade Union | FL=Passenger | FM=Crew member | FN=Tariff issuer | FO=Party performing inspection | FP=Freight/charges payer | FR=Message from | FT=Party responsible for financial settlement | FW=Freight forwarder | FX=Current receiver | FY=Current sender | FZ=Grouping centre | GA=Road carrier | GB=Chamber of commerce | GC=Goods custodian | GD=Producer | GE=Registration tribunal | GF=Slot charter party | GG=Warehouse | GH=Applicant for job | GI=Spouse | GJ=Mother | GK=Father | GL=Socially insured person | GM=Inventory controller | GN=Processor | GO=Goods owner | GP=Packer | GQ=Slaughterer | GR=Goods releaser | GS=Consignor's representative | GT=Rail carrier | I1=Intermediary bank 1 | I2=Intermediary bank 2 | IB=Intermediary/broker | IC=Intermediate consignee | II=Issuer of invoice | IM=Importer | IN=Insurer | IO=Insurance company | IP=Insurance claim adjuster | IS=Party to receive certified inspection report | IT=Installation on site | IV=Invoicee | LA=Party designated to provide living animal care | LN=Lender | LP=Loading party | MA=Party for whom item is ultimately intended | MF=Manufacturer of goods | MG=Party designated to execute re-icing | MI=Planning schedule/material release issuer | MP=Manufacturing plant | MR=Message recipient | MS=Document/message issuer/sender | MT=Party designated to execute sanitary procedures | N1=Notify party no. 1 | N2=Notify party no. 2 | NI=Notify party | OA=Break bulk berth operator | OB=Ordered by | OF=On behalf of | OI=Outside inspection agency | OO=Order of shipper | OP=Operator of property or unit | OR=Ordered bank | OS=Original shipper | OT=Outside test agency | OV=Owner of means of transport | OY=Ordering customer | P1=Contact party 1 | P2=Contact party 2 | P3=Contact party 3 | P4=Contact party 4 | PA=Party to receive inspection report | PB=Paying financial institution | PC=Actual purchaser's customer | PD=Purchaser's department buyer | PE=Payee | PF=Party to receive freight bill | PG=Prime contractor | PH=Payer's financial institution | PI=Payee's company name/ID | PJ=Party to receive correspondence | PK=Contact party | PL=Payor | PM=Party to receive paper memo of invoice | PN=Party to receive shipping notice | PO=Ordering party | PQ=Certifying party | PR=Payer | PS=Payer's company name/ID (Check, Draft or Wire) | PT=Party to receive test report | PW=Despatch party | PX=Party to receive all documents | PY=Checking party | PZ=Party to print some document | RA=Central bank or regulatory authority | RB=Receiving financial institution | RE=Party to receive commercial invoice remittance | RF=Received from | RH=Seller's financial institution | RI=Reinsurance intermediary/broker | RL=Reporting carrier (Customs) | RM=Reporting carrier's nominated agent/representative (Customs) | RP=Routing party | RS=Party to receive statement of account | RV=Receiver of cheque | RW=Issuer of waybill | SB=Sales responsibility | SE=Seller | SF=Ship from | SG=Store group | SI=Shipping schedule issuer | SK=Plant | SN=Store keeper | SO=Sold to if different than bill to | SR=Seller's agent/representative | SS=Social securities collector's office | ST=Ship to | SU=Supplier | SX=Surety for additions | SY=Surety | SZ=Surety for antidumping/countervailing duty | TC=Tax collector's office | TCP=Transit charge payer | TD=Party to receive technical documentation | TR=Terminal operator | TS=Party to receive certified test results | TT=Transfer to | UC=Ultimate consignee | UD=Ultimate customer | UHP=Unexpected handling party | UP=Unloading party | VN=Vendor | WD=Warehouse depositor | WH=Warehouse keeper | WM=Works manager | WPA=Weighting party | WS=Wholesaler | XX=No heading | ZZZ=Mutually defined"
FII.C078,FII::C078 ACCOUNT IDENTIFICATION,Composite used in segment FII (Financial institution information).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG2/FII/C078,HEADER,SG2,0140,FII,Financial institution information,C,5,020,COMPOSITE,C078,ACCOUNT IDENTIFICATION,C,,,,
FII.C088,FII::C088 INSTITUTION IDENTIFICATION,Composite used in segment FII (Financial institution information).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG2/FII/C088,HEADER,SG2,0140,FII,Financial institution information,C,5,030,COMPOSITE,C088,INSTITUTION IDENTIFICATION,C,,,,
FII.3207,"Country, coded","COUNTRY, CODED (in segment FII Financial institution information).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG2/FII/3207,HEADER,SG2,0140,FII,Financial institution information,C,5,040,ELEMENT,3207,"COUNTRY, CODED",C,an..3,an..3,"Country, coded",
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG3/RFF/C506,HEADER,SG3,0160,RFF,Reference,M,1,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG3/DTM/C507,HEADER,SG3,0170,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
DOC.C002,DOC::C002 DOCUMENT/MESSAGE NAME,Composite used in segment DOC (Document/message details).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG4/DOC/C002,HEADER,SG4,0190,DOC,Document/message details,M,1,010,COMPOSITE,C002,DOCUMENT/MESSAGE NAME,M,,,,
DOC.C503,DOC::C503 DOCUMENT/MESSAGE DETAILS,Composite used in segment DOC (Document/message details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG4/DOC/C503,HEADER,SG4,0190,DOC,Document/message details,M,1,020,COMPOSITE,C503,DOCUMENT/MESSAGE DETAILS,C,,,,
DOC.3153,"Communication channel identifier, coded","COMMUNICATION CHANNEL IDENTIFIER, CODED (in segment DOC Document/message details).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG4/DOC/3153,HEADER,SG4,0190,DOC,Document/message details,M,1,030,ELEMENT,3153,"COMMUNICATION CHANNEL IDENTIFIER, CODED",C,an..3,an..3,"Communication channel identifier, coded",
DOC.1220,Number of copies of document required,NUMBER OF COPIES OF DOCUMENT REQUIRED (in segment DOC Document/message details).,NO,1,,,,n..2,/EDIFACT/INVOIC/HEADER/SG4/DOC/1220,HEADER,SG4,0190,DOC,Document/message details,M,1,040,ELEMENT,1220,NUMBER OF COPIES OF DOCUMENT REQUIRED,C,n..2,n..2,Number of copies of document required,
DOC.1218,Number of originals of document required,NUMBER OF ORIGINALS OF DOCUMENT REQUIRED (in segment DOC Document/message details).,NO,1,,,,n..2,/EDIFACT/INVOIC/HEADER/SG4/DOC/1218,HEADER,SG4,0190,DOC,Document/message details,M,1,050,ELEMENT,1218,NUMBER OF ORIGINALS OF DOCUMENT REQUIRED,C,n..2,n..2,Number of originals of document required,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG4/DTM/C507,HEADER,SG4,0200,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
CTA.3139,"Contact function, coded","CONTACT FUNCTION, CODED (in segment CTA Contact information).",NO,1,,,,an..512,/EDIFACT/INVOIC/HEADER/SG5/CTA/3139,HEADER,SG5,0220,CTA,Contact information,M,1,010,ELEMENT,3139,"CONTACT FUNCTION, CODED",C,an..3,an..512,"Contact function, coded",
CTA.C056,CTA::C056 DEPARTMENT OR EMPLOYEE DETAILS,Composite used in segment CTA (Contact information).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG5/CTA/C056,HEADER,SG5,0220,CTA,Contact information,M,1,020,COMPOSITE,C056,DEPARTMENT OR EMPLOYEE DETAILS,C,,,,
COM.C076,COM::C076 COMMUNICATION CONTACT,Composite used in segment COM (Communication contact).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG5/COM/C076,HEADER,SG5,0230,COM,Communication contact,C,5,010,COMPOSITE,C076,COMMUNICATION CONTACT,M,,,,
TAX.5283,Duty/tax/fee function qualifier,DUTY/TAX/FEE FUNCTION QUALIFIER (in segment TAX Duty/tax/fee details).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG6/TAX/5283,HEADER,SG6,0250,TAX,Duty/tax/fee details,M,1,010,ELEMENT,5283,DUTY/TAX/FEE FUNCTION QUALIFIER,M,an..3,an..3,Duty/tax/fee function qualifier,
TAX.C241,TAX::C241 DUTY/TAX/FEE TYPE,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG6/TAX/C241,HEADER,SG6,0250,TAX,Duty/tax/fee details,M,1,020,COMPOSITE,C241,DUTY/TAX/FEE TYPE,C,,,,
TAX.C533,TAX::C533 DUTY/TAX/FEE ACCOUNT DETAIL,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG6/TAX/C533,HEADER,SG6,0250,TAX,Duty/tax/fee details,M,1,030,COMPOSITE,C533,DUTY/TAX/FEE ACCOUNT DETAIL,C,,,,
TAX.5286,Duty/tax/fee assessment basis,DUTY/TAX/FEE ASSESSMENT BASIS (in segment TAX Duty/tax/fee details).,NO,1,,,,an..15,/EDIFACT/INVOIC/HEADER/SG6/TAX/5286,HEADER,SG6,0250,TAX,Duty/tax/fee details,M,1,040,ELEMENT,5286,DUTY/TAX/FEE ASSESSMENT BASIS,C,an..15,an..15,Duty/tax/fee assessment basis,
TAX.C243,TAX::C243 DUTY/TAX/FEE DETAIL,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG6/TAX/C243,HEADER,SG6,0250,TAX,Duty/tax/fee details,M,1,050,COMPOSITE,C243,DUTY/TAX/FEE DETAIL,C,,,,
TAX.5305,"Duty/tax/fee category, coded","DUTY/TAX/FEE CATEGORY, CODED (in segment TAX Duty/tax/fee details).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG6/TAX/5305,HEADER,SG6,0250,TAX,Duty/tax/fee details,M,1,060,ELEMENT,5305,"DUTY/TAX/FEE CATEGORY, CODED",C,an..3,an..3,"Duty/tax/fee category, coded",
TAX.3446,Party tax identification number,PARTY TAX IDENTIFICATION NUMBER (in segment TAX Duty/tax/fee details).,NO,1,,,,an..20,/EDIFACT/INVOIC/HEADER/SG6/TAX/3446,HEADER,SG6,0250,TAX,Duty/tax/fee details,M,1,070,ELEMENT,3446,PARTY TAX IDENTIFICATION NUMBER,C,an..20,an..20,Party tax identification number,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG6/MOA/C516,HEADER,SG6,0260,MOA,Monetary amount,C,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
LOC.3227,Place/location qualifier,PLACE/LOCATION QUALIFIER (in segment LOC Place/location identification).,SI,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG6/LOC/3227,HEADER,SG6,0270,LOC,Place/location identification,C,5,010,ELEMENT,3227,PLACE/LOCATION QUALIFIER,M,an..3,an..3,Place/location qualifier,ZZZ=Mutually defined | DO=Domestic | DR=Domestic with regulatory information required | EA=Economic area | IN=International | IR=International with regulatory information required
LOC.C517,LOC::C517 LOCATION IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG6/LOC/C517,HEADER,SG6,0270,LOC,Place/location identification,C,5,020,COMPOSITE,C517,LOCATION IDENTIFICATION,C,,,,
LOC.C519,LOC::C519 RELATED LOCATION ONE IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG6/LOC/C519,HEADER,SG6,0270,LOC,Place/location identification,C,5,030,COMPOSITE,C519,RELATED LOCATION ONE IDENTIFICATION,C,,,,
LOC.C553,LOC::C553 RELATED LOCATION TWO IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG6/LOC/C553,HEADER,SG6,0270,LOC,Place/location identification,C,5,040,COMPOSITE,C553,RELATED LOCATION TWO IDENTIFICATION,C,,,,
LOC.5479,"Relation, coded","RELATION, CODED (in segment LOC Place/location identification).",NO,5,,,,n..10,/EDIFACT/INVOIC/HEADER/SG6/LOC/5479,HEADER,SG6,0270,LOC,Place/location identification,C,5,050,ELEMENT,5479,"RELATION, CODED",C,an..3,n..10,"Relation, coded",
CUX.C504,CUX::C504 CURRENCY DETAILS,Composite used in segment CUX (Currencies).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG7/CUX/C504,HEADER,SG7,0290,CUX,Currencies,M,1,010,COMPOSITE,C504,CURRENCY DETAILS,C,,,,
CUX.C504,CUX::C504 CURRENCY DETAILS,Composite used in segment CUX (Currencies).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG7/CUX/C504,HEADER,SG7,0290,CUX,Currencies,M,1,020,COMPOSITE,C504,CURRENCY DETAILS,C,,,,
CUX.5402,Rate of exchange,RATE OF EXCHANGE (in segment CUX Currencies).,NO,1,,,,n..12,/EDIFACT/INVOIC/HEADER/SG7/CUX/5402,HEADER,SG7,0290,CUX,Currencies,M,1,030,ELEMENT,5402,RATE OF EXCHANGE,C,n..12,n..12,Rate of exchange,
CUX.6341,"Currency market exchange, coded","CURRENCY MARKET EXCHANGE, CODED (in segment CUX Currencies).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG7/CUX/6341,HEADER,SG7,0290,CUX,Currencies,M,1,040,ELEMENT,6341,"CURRENCY MARKET EXCHANGE, CODED",C,an..3,an..3,"Currency market exchange, coded",
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG7/DTM/C507,HEADER,SG7,0300,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
PAT.4279,Payment terms type qualifier,PAYMENT TERMS TYPE QUALIFIER (in segment PAT Payment terms basis).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG8/PAT/4279,HEADER,SG8,0320,PAT,Payment terms basis,M,1,010,ELEMENT,4279,PAYMENT TERMS TYPE QUALIFIER,M,an..3,an..3,Payment terms type qualifier,
